Product ID,Promotion,Seasonal,Sales Volume,url
117751,No,Yes,784,https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html
182362,No,Yes,723,https://www.zara.com/us/en/cropped-overshirt-p04432403.html
117725,Yes,No,1323,https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html
145289,Yes,No,1457,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html
173576,No,Yes,789,https://www.zara.com/us/en/-p04310461.html
175059,No,Yes,891,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html
199368,No,No,936,https://www.zara.com/us/en/wool-blend-jacket-p05854654.html
162883,Yes,No,1429,https://www.zara.com/us/en/technical-padded-jacket-p06518501.html
135490,No,No,797,https://www.zara.com/us/en/mixed-collar-waxed-jacket-p06861405.html
125408,Yes,Yes,1448,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p03833401.html
134763,No,Yes,1050,https://www.zara.com/us/en/padded-bomber-jacket-p03918620.html
143231,No,Yes,920,https://www.zara.com/us/en/technical-padded-jacket-p03833311.html
125409,No,Yes,687,https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html
183074,Yes,Yes,1407,https://www.zara.com/us/en/boxy-fit-denim-jacket-p00840402.html
147947,No,No,890,https://www.zara.com/us/en/faux-shearling-plaid-jacket-p00993305.html
174171,Yes,Yes,1395,https://www.zara.com/us/en/embroidered-forest-jacket-p02795407.html
183064,Yes,No,1289,https://www.zara.com/us/en/pocket-overshirt-p05070605.html
177131,No,No,739,https://www.zara.com/us/en/boucle-textured-vest-p01437303.html
128179,Yes,Yes,1302,https://www.zara.com/us/en/color-block-puffer-jacket-p08281365.html
152723,Yes,Yes,1530,https://www.zara.com/us/en/longline-quilted-jacket-p05071688.html
123824,No,Yes,962,https://www.zara.com/us/en/wool-blend-suit-jacket-p04156504.html
166345,Yes,No,1079,https://www.zara.com/us/en/hooded-knit-cardigan-p02621407.html
199279,No,No,903,https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html
167981,No,No,925,https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html
146839,No,No,1068,https://www.zara.com/us/en/bomber-jacket-p05344402.html
187180,No,No,708,https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html
167640,Yes,No,1620,https://www.zara.com/us/en/hooded-technical-jacket-p08281355.html
165158,No,No,1014,https://www.zara.com/us/en/washed-effect-bomber-jacket-p08281307.html
111521,Yes,Yes,1275,https://www.zara.com/us/en/washed-technical-jacket-p04695300.html
120228,Yes,Yes,1177,https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p00155480.html
133078,Yes,Yes,1827,https://www.zara.com/us/en/padded-bomber-jacket-p03918400.html
137598,Yes,Yes,1232,https://www.zara.com/us/en/pocket-jacket-p04297266.html
138779,Yes,Yes,1077,https://www.zara.com/us/en/slim-fit-suit-jacket-p04239493.html
198329,Yes,No,1848,https://www.zara.com/us/en/mixed-collar-jacket-p03046507.html
110295,Yes,No,1312,https://www.zara.com/us/en/hooded-denim-jacket-p01538428.html
196427,Yes,No,1432,https://www.zara.com/us/en/waxed-effect-plaid-jacket-p04272302.html
110075,No,Yes,864,https://www.zara.com/us/en/wool-blend-felt-texture-jacket-p04160752.html
132322,Yes,Yes,1433,https://www.zara.com/us/en/printed-denim-overshirt-p02553808.html
199631,No,No,973,https://www.zara.com/us/en/structured-twill-overshirt-p06861430.html
182306,No,Yes,980,https://www.zara.com/us/en/cotton-overshirt-p09621103.html
194915,Yes,No,1495,https://www.zara.com/us/en/reversible-plaid-overshirt-p09621301.html
131298,Yes,Yes,1590,https://www.zara.com/us/en/plaid-overshirt-p01300100.html
168571,Yes,No,1529,https://www.zara.com/us/en/pocket-overshirt-p00706621.html
154224,Yes,Yes,1525,https://www.zara.com/us/en/100-linen-overshirt-p04224708.html
171061,Yes,Yes,1518,https://www.zara.com/us/en/plaid-overshirt-p08281303.html
119049,No,No,770,https://www.zara.com/us/en/pocket-denim-overshirt-p01472403.html
158781,Yes,Yes,1216,https://www.zara.com/us/en/faux-suede-overshirt-p03715303.html
151438,No,No,872,https://www.zara.com/us/en/plaid-overshirt-p00794432.html
152871,Yes,Yes,1677,https://www.zara.com/us/en/textured-pocket-overshirt-p01934436.html
126806,Yes,Yes,1314,https://www.zara.com/us/en/pocket-overshirt-p04466468.html
134104,Yes,No,1560,https://www.zara.com/us/en/overshirt-p00706623.html
120266,No,Yes,937,https://www.zara.com/us/en/plaid-overshirt-p04266381.html
173550,No,No,843,https://www.zara.com/us/en/pocket-overshirt-p05070314.html
175927,No,No,738,https://www.zara.com/us/en/zippered-wool-blend-overshirt-p05854401.html
154278,Yes,Yes,1404,https://www.zara.com/us/en/geometric-jacquard-overshirt-p04196412.html
183537,No,Yes,942,https://www.zara.com/us/en/paint-print-overshirt-p05320305.html
150424,No,Yes,887,https://www.zara.com/us/en/padded-corduroy-overshirt-p01063400.html
183825,Yes,Yes,1501,https://www.zara.com/us/en/plaid-tie-dye-overshirt-p01063313.html
144012,No,No,798,https://www.zara.com/us/en/overshirt-with-contrasting-topstitching-p06917325.html
147051,No,Yes,945,https://www.zara.com/us/en/quilted-structured-overshirt-p09621370.html
185800,Yes,Yes,1323,https://www.zara.com/us/en/technical-overshirt-p05320500.html
197524,Yes,Yes,1300,https://www.zara.com/us/en/plaid-overshirt-p07446410.html
148823,No,Yes,953,https://www.zara.com/us/en/suede-fisherman-sandals-p12436320.html
114550,Yes,Yes,1383,https://www.zara.com/us/en/zipper-multipiece-sneakers-p12319220.html
125398,No,No,766,https://www.zara.com/us/en/suede-laceless-sneakers-p12221320.html
123985,No,Yes,854,https://www.zara.com/us/en/multicolor-sneakers-p12304320.html
186638,No,No,828,https://www.zara.com/us/en/retro-running-sneakers-p12350320.html
167281,No,No,963,https://www.zara.com/us/en/suede-high-tops-p12120320.html
118578,Yes,No,1467,https://www.zara.com/us/en/suede-strap-sandals-p12707320.html
174041,Yes,Yes,1519,https://www.zara.com/us/en/multipiece-sneakers-p12215320.html
127644,No,No,694,https://www.zara.com/us/en/topstitch-sneakers-p12240320.html
132007,No,Yes,989,https://www.zara.com/us/en/retro-sneakers-p12280220.html
147998,Yes,Yes,1510,https://www.zara.com/us/en/retro-high-top-sneakers-p12180220.html
176666,Yes,Yes,1243,https://www.zara.com/us/en/multi-pieced-retro-sneakers-p12220320.html
193686,Yes,Yes,1413,https://www.zara.com/us/en/tassel-leather-loafers-p12609320.html
163610,No,Yes,889,https://www.zara.com/us/en/moc-toe-suede-boots-p12015320.html
170364,No,No,980,https://www.zara.com/us/en/strap-sandals-p12765320.html
167599,Yes,No,1391,https://www.zara.com/us/en/suede-retro-sneakers-p12309320.html
166421,Yes,Yes,1255,https://www.zara.com/us/en/hiking-boots-p12103320.html
129247,Yes,Yes,1491,https://www.zara.com/us/en/suede-sneakers-p12502320.html
127314,Yes,Yes,1230,https://www.zara.com/us/en/faux-shearling-lined-suede-boots-p12050320.html
111979,No,Yes,1063,https://www.zara.com/us/en/chunky-sole-multipiece-sneakers-p12266220.html
120354,Yes,Yes,1374,https://www.zara.com/us/en/double-strap-suede-sandals-p12716320.html
144848,Yes,Yes,1585,https://www.zara.com/us/en/chunky-sole-canvas-lace-up-boots-p12005320.html
111957,Yes,Yes,1329,https://www.zara.com/us/en/suede-penny-loafers-p12644320.html
160763,No,No,860,https://www.zara.com/us/en/adherent-stripes-sneakers-p12269320.html
168270,No,No,712,https://www.zara.com/us/en/multipiece-sneakers-p12318220.html
195082,No,No,804,https://www.zara.com/us/en/chunky-sole-high-top-sneakers-p12104320.html
110329,Yes,Yes,1181,https://www.zara.com/us/en/contrast-sole-leather-sneakers-p12510320.html
147449,No,No,833,https://www.zara.com/us/en/suede-running-sneakers-p12320320.html
193332,No,No,931,https://www.zara.com/us/en/woven-leather-slides-p12708320.html
146804,No,No,691,https://www.zara.com/us/en/suede-sneakers-p12216320.html
188909,Yes,Yes,1365,https://www.zara.com/us/en/asymmetric-cropped-knit-sweater-p06771149.html
165910,Yes,Yes,1484,https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html
136738,No,No,895,https://www.zara.com/us/en/high-collar-knit-sweater-p01509118.html
144497,No,No,836,https://www.zara.com/us/en/striped-knit-sweater-p06427115.html
135036,No,No,954,https://www.zara.com/us/en/cable-knit-metallic-sweater-p04369103.html
166331,Yes,Yes,1532,https://www.zara.com/us/en/asymmetrical-wool-and-silk-blend-sweater-p09598025.html
139789,Yes,No,1738,https://www.zara.com/us/en/wool-and-cashmere-blend-rib-sweater-p02893054.html
118569,No,No,962,https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html
155848,Yes,Yes,1470,https://www.zara.com/us/en/mock-neck-wool-and-silk-blend-knit-top-p09598125.html
152563,No,Yes,1129,https://www.zara.com/us/en/cashmere-blend-knit-sweater-p02893169.html
115153,Yes,No,1380,https://www.zara.com/us/en/alpaca-blend-open-knit-sweater-p05755132.html
125938,Yes,No,1241,https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html
122809,Yes,No,1420,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html
181502,Yes,Yes,1663,https://www.zara.com/us/en/soft-jewel-sweater-p02298153.html
182779,Yes,Yes,1255,https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html
155674,No,No,1125,https://www.zara.com/us/en/metal-bead-knit-sweater-p03920018.html
182866,Yes,No,1481,https://www.zara.com/us/en/knit-sweater-with-buttons-p08851131.html
148230,Yes,Yes,1119,https://www.zara.com/us/en/jewel-knit-sweater-p05755005.html
126979,Yes,Yes,1515,https://www.zara.com/us/en/knit-sweater-with-piping-p05536151.html
135521,No,Yes,838,https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html
185809,No,No,694,https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html
171520,Yes,Yes,1564,https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html
122926,No,No,934,https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html
150953,Yes,Yes,1694,https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html
115873,Yes,Yes,1381,https://www.zara.com/us/en/contrast-topstitching-crop-knit-sweater-p09598003.html
115581,No,Yes,890,https://www.zara.com/us/en/striped-crop-knit-sweater-p06771158.html
183634,Yes,Yes,1502,https://www.zara.com/us/en/basic-knit-sweater-p01509115.html
122484,No,No,843,https://www.zara.com/us/en/v-neck-knit-sweater-p03519001.html
183574,Yes,No,1724,https://www.zara.com/us/en/foil-knit-crop-sweater-p06771001.html
185307,No,Yes,795,https://www.zara.com/us/en/basic-100-wool-sweater-p02893106.html
118719,Yes,No,1287,https://www.zara.com/us/en/colorblock-knit-crop-sweater-p05536008.html
134788,No,Yes,998,https://www.zara.com/us/en/fine-knit-sweater-p09598045.html
140142,No,No,813,https://www.zara.com/us/en/knit-open-back-pearly-sweater-p04331152.html
153997,Yes,No,1416,https://www.zara.com/us/en/knit-pearl-sweater-p04331165.html
123230,No,No,982,https://www.zara.com/us/en/striped-textured-overshirt-p04179056.html
154676,No,No,919,https://www.zara.com/us/en/fleece-overshirt-p01248320.html
152985,Yes,No,1279,https://www.zara.com/us/en/plaid-overshirt-p04054659.html
175584,No,Yes,752,https://www.zara.com/us/en/baggy-fit-jeans-limited-edition-p03991480.html
147491,No,No,957,https://www.zara.com/us/en/baggy-belted-jeans-p04365401.html
198283,No,No,853,https://www.zara.com/us/en/baggy-fit-jeans-p08062482.html
141547,No,No,983,https://www.zara.com/us/en/baggy-fit-jeans-p06688486.html
156342,No,No,845,https://www.zara.com/us/en/flared-fit-cargo-jeans-p06688411.html
186083,Yes,No,1325,https://www.zara.com/us/en/pleated-wide-fit-jeans-p05862417.html
171776,No,No,1026,https://www.zara.com/us/en/denim-shirt-p06085371.html
134429,Yes,Yes,1420,https://www.zara.com/us/en/ripped-straight-fit-jeans-p03991404.html
172816,Yes,No,1528,https://www.zara.com/us/en/textured-sweater-p02893403.html
136272,Yes,Yes,1252,https://www.zara.com/us/en/purl-knit-sweater-p03332300.html
193227,Yes,No,1225,https://www.zara.com/us/en/braided-color-block-sweater-p03284412.html
165786,Yes,No,1581,https://www.zara.com/us/en/contrast-interior-sweater-p04696400.html
174708,No,No,981,https://www.zara.com/us/en/abstract-jacquard-sweater-p03284407.html
142257,Yes,No,1501,https://www.zara.com/us/en/basic-slim-fit-t-shirt-p05584361.html
126146,No,Yes,867,https://www.zara.com/us/en/cropped-washed-t-shirt-p03665403.html
129134,Yes,Yes,1489,https://www.zara.com/us/en/basic-heavyweight-t-shirt-p01887450.html
129898,Yes,Yes,1511,https://www.zara.com/us/en/heart-print-t-shirt-p06224419.html
189692,Yes,No,1356,https://www.zara.com/us/en/text-t-shirt-p00962458.html
154846,No,No,822,https://www.zara.com/us/en/printed-cropped-fit-shirt-limited-edition-p06224490.html
122307,No,No,811,https://www.zara.com/us/en/ribbed-knit-t-shirt-p03332431.html
182099,No,Yes,1013,https://www.zara.com/us/en/oversize-fit-t-shirt-p04092405.html
159816,Yes,Yes,1611,https://www.zara.com/us/en/basic-medium-weight-t-shirt-p01887470.html
165326,No,No,820,https://www.zara.com/us/en/structured-text-t-shirt-p00761434.html
185154,No,No,895,https://www.zara.com/us/en/abstract-print-t-shirt-p06224403.html
141330,No,Yes,862,https://www.zara.com/us/en/raised-text-t-shirt-limited-edition-p00977490.html
158958,No,No,692,https://www.zara.com/us/en/ribbed-knit-t-shirt-p04805409.html
155010,Yes,No,1351,https://www.zara.com/us/en/semi-sheer-knit-shirt-limited-edition-p04805424.html
135857,No,Yes,894,https://www.zara.com/us/en/viscose-blend-knit-t-shirt-p00693401.html
147690,No,No,762,https://www.zara.com/us/en/striped-jacquard-t-shirt-p05372400.html
130321,Yes,Yes,1833,https://www.zara.com/us/en/abstract-print-knit-t-shirt-p04805401.html
196752,No,Yes,834,https://www.zara.com/us/en/structured-text-t-shirt-p00761435.html
181011,No,No,794,https://www.zara.com/us/en/alpaca-blend-open-knit-sweater-p05755132.html
139967,Yes,Yes,1544,https://www.zara.com/us/en/oversized-knit-sweater-p09598288.html
162699,Yes,Yes,1097,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html
119044,No,No,767,https://www.zara.com/us/en/soft-jewel-sweater-p02298153.html
121348,No,No,900,https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html
163982,No,Yes,709,https://www.zara.com/us/en/metal-bead-knit-sweater-p03920018.html
185774,No,No,815,https://www.zara.com/us/en/knit-sweater-with-buttons-p08851131.html
144651,No,No,935,https://www.zara.com/us/en/jewel-knit-sweater-p05755005.html
195103,Yes,Yes,1160,https://www.zara.com/us/en/knit-sweater-with-piping-p05536151.html
123047,Yes,Yes,1534,https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html
123077,No,No,970,https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html
171860,No,No,850,https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html
149487,Yes,No,1341,https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html
168516,No,Yes,822,https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html
177771,Yes,No,1722,https://www.zara.com/us/en/contrast-topstitching-crop-knit-sweater-p09598003.html
172015,Yes,Yes,1436,https://www.zara.com/us/en/striped-crop-knit-sweater-p06771158.html
118985,No,No,946,https://www.zara.com/us/en/basic-knit-sweater-p01509115.html
112194,Yes,Yes,1468,https://www.zara.com/us/en/v-neck-knit-sweater-p03519001.html
113435,No,Yes,710,https://www.zara.com/us/en/foil-knit-crop-sweater-p06771001.html
159182,No,No,773,https://www.zara.com/us/en/basic-100-wool-sweater-p02893106.html
199233,No,Yes,778,https://www.zara.com/us/en/colorblock-knit-crop-sweater-p05536008.html
137044,Yes,Yes,1241,https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html
154736,No,No,970,https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html
141434,Yes,Yes,1484,https://www.zara.com/us/en/bomber-jacket-p05344402.html
199632,No,Yes,790,https://www.zara.com/us/en/metal-bead-knit-sweater-p03920018.html
199633,Yes,Yes,1446,https://www.zara.com/us/en/plaid-overshirt-p04054659.html
199634,Yes,Yes,1620,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html
199635,Yes,No,1223,https://www.zara.com/us/en/foil-knit-crop-sweater-p06771001.html
199636,Yes,Yes,1238,https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html
199637,Yes,Yes,1408,https://www.zara.com/us/en/cropped-washed-t-shirt-p03665403.html
199638,No,Yes,996,https://www.zara.com/us/en/chunky-sole-canvas-lace-up-boots-p12005320.html
199639,No,No,638,https://www.zara.com/us/en/waxed-effect-plaid-jacket-p04272302.html
199640,No,No,963,https://www.zara.com/us/en/bomber-jacket-p05344402.html
199641,No,No,882,https://www.zara.com/us/en/striped-crop-knit-sweater-p06771158.html
199642,Yes,Yes,1442,https://www.zara.com/us/en/tassel-leather-loafers-p12609320.html
199643,No,Yes,991,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html
199644,No,No,973,https://www.zara.com/us/en/-p04310461.html
199645,No,Yes,808,https://www.zara.com/us/en/hooded-knit-cardigan-p02621407.html
199646,No,Yes,739,https://www.zara.com/us/en/pocket-overshirt-p00706621.html
199647,Yes,Yes,1484,https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html
199648,Yes,Yes,1371,https://www.zara.com/us/en/basic-medium-weight-t-shirt-p01887470.html
199649,No,No,768,https://www.zara.com/us/en/suede-strap-sandals-p12707320.html
199650,No,Yes,971,https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html
199651,No,No,948,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html
199652,Yes,No,1304,https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html
199653,Yes,Yes,1377,https://www.zara.com/us/en/knit-sweater-with-buttons-p08851131.html
199654,Yes,Yes,1253,https://www.zara.com/us/en/quilted-structured-overshirt-p09621370.html
199655,Yes,Yes,1330,https://www.zara.com/us/en/suede-high-tops-p12120320.html
199656,Yes,Yes,1258,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html
199657,No,Yes,800,https://www.zara.com/us/en/basic-puffer-jacket-p06985450.html
199658,Yes,No,1191,https://www.zara.com/us/en/technical-padded-jacket-p06518501.html
199659,No,Yes,947,https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html
199660,Yes,No,1574,https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html
199661,No,No,899,https://www.zara.com/us/en/faux-leather-puffer-jacket-p08281420.html
199662,Yes,Yes,1451,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307443.html
199663,Yes,Yes,1370,https://www.zara.com/us/en/foil-knit-crop-sweater-p06771001.html
199664,No,No,689,https://www.zara.com/us/en/faux-leather-jacket-p08281345.html
199665,No,Yes,871,https://www.zara.com/us/en/fine-knit-sweater-p09598045.html
199666,Yes,No,1510,https://www.zara.com/us/en/cropped-overshirt-p04432403.html
199667,No,Yes,887,https://www.zara.com/us/en/pocket-jacket-p06318507.html
199668,No,No,916,https://www.zara.com/us/en/suede-penny-loafers-p12644320.html
199669,No,Yes,926,https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html
199670,No,No,895,https://www.zara.com/us/en/gathered-waist-knit-sweater-p05536012.html
199671,No,Yes,884,https://www.zara.com/us/en/plaid-overshirt-p08281303.html
199672,No,Yes,986,https://www.zara.com/us/en/bomber-jacket-p05344402.html
199673,Yes,No,1440,https://www.zara.com/us/en/basic-100-wool-sweater-p02893106.html
199674,No,No,797,https://www.zara.com/us/en/knit-open-back-pearly-sweater-p04331152.html
199675,No,No,822,https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html
199676,Yes,No,1444,https://www.zara.com/us/en/pocket-jacket-p06318507.html
199677,No,No,863,https://www.zara.com/us/en/flared-fit-cargo-jeans-p06688411.html
199678,No,Yes,886,https://www.zara.com/us/en/purl-knit-sweater-p03332300.html
199679,Yes,Yes,1592,https://www.zara.com/us/en/suede-jacket-p02521102.html
199680,No,No,1068,https://www.zara.com/us/en/double-faced-jacket-p08281477.html
199681,Yes,Yes,1582,https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html
199682,Yes,Yes,1255,https://www.zara.com/us/en/multipiece-sneakers-p12215320.html
199683,No,No,791,https://www.zara.com/us/en/longline-quilted-jacket-p05071688.html
199684,No,Yes,820,https://www.zara.com/us/en/structured-text-t-shirt-p00761435.html
199685,No,No,1201,https://www.zara.com/us/en/fleece-overshirt-p01248320.html
199686,No,No,795,https://www.zara.com/us/en/-p04310461.html
199687,No,No,763,https://www.zara.com/us/en/embroidered-forest-jacket-p02795407.html
199688,Yes,Yes,1422,https://www.zara.com/us/en/knit-sweater-with-buttons-p08851131.html
199689,Yes,Yes,1458,https://www.zara.com/us/en/tuxedo-jacket-p08896675.html
199690,No,Yes,820,https://www.zara.com/us/en/knit-open-back-pearly-sweater-p04331152.html
199691,Yes,No,1363,https://www.zara.com/us/en/strap-sandals-p12765320.html
199692,Yes,Yes,1217,https://www.zara.com/us/en/overshirt-p00706623.html
199693,Yes,Yes,1589,https://www.zara.com/us/en/suede-sneakers-p12216320.html
199694,No,Yes,826,https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html
199695,Yes,Yes,1713,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html
199696,No,Yes,718,https://www.zara.com/us/en/bomber-jacket-p05344402.html
199697,No,No,833,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html
199698,No,No,813,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html
199699,No,No,774,https://www.zara.com/us/en/herringbone-textured-jacket-p08491401.html
